,path,index,x,y,v
0,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_0.png,0,676,553,57.0
1,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_1.png,1,401,200,35.0
2,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_2.png,2,825,266,36.0
3,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_3.png,3,826,272,37.0
4,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_4.png,4,826,272,38.0
5,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_5.png,5,727,710,83.0
6,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_6.png,6,726,520,143.0
7,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_7.png,7,727,496,185.0
8,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_8.png,8,729,469,253.0
9,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_9.png,9,729,440,253.0
10,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_10.png,10,730,411,253.0
11,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_11.png,11,725,382,246.0
12,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_12.png,12,719,353,247.0
13,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_13.png,13,713,325,249.0
14,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_14.png,14,706,297,224.0
15,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_15.png,15,700,270,253.0
16,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_16.png,16,695,243,67.0
17,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_17.png,17,688,216,166.0
18,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_18.png,18,681,190,251.0
19,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_19.png,19,673,169,162.0
20,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_20.png,20,661,149,236.0
21,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_21.png,21,649,129,78.0
22,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_22.png,22,649,121,155.0
23,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_23.png,23,649,137,187.0
24,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_24.png,24,651,156,251.0
25,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_25.png,25,653,177,166.0
26,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_26.png,26,657,201,229.0
27,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_27.png,27,661,227,231.0
28,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_28.png,28,664,254,91.0
29,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_29.png,29,669,280,254.0
30,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_30.png,30,674,307,254.0
31,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_31.png,31,677,336,216.0
32,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_32.png,32,676,366,254.0
33,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_33.png,33,675,396,241.0
34,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_34.png,34,675,427,173.0
35,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_35.png,35,670,457,249.0
36,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_36.png,36,667,486,242.0
37,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_37.png,37,664,517,247.0
38,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_38.png,38,646,540,252.0
39,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_39.png,39,620,555,252.0
40,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_40.png,40,591,561,209.0
41,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_41.png,41,562,560,250.0
42,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_42.png,42,560,536,254.0
43,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_43.png,43,561,505,243.0
44,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_44.png,44,826,273,38.0
45,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_45.png,45,563,448,253.0
46,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_46.png,46,569,418,250.0
47,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_47.png,47,571,387,248.0
48,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_48.png,48,572,358,231.0
49,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_49.png,49,576,328,254.0
50,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_50.png,50,584,301,254.0
51,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_51.png,51,593,276,112.0
52,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_52.png,52,400,198,37.0
53,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_53.png,53,606,222,212.0
54,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_54.png,54,613,196,243.0
55,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_55.png,55,621,174,37.0
56,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_56.png,56,632,155,211.0
57,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_57.png,57,641,133,190.0
58,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_58.png,58,638,131,253.0
59,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_59.png,59,627,154,180.0
60,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_60.png,60,400,200,38.0
61,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_61.png,61,597,196,139.0
62,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_62.png,62,586,221,232.0
63,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_63.png,63,575,247,111.0
64,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_64.png,64,563,271,234.0
65,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_65.png,65,552,297,244.0
66,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_66.png,66,543,324,86.0
67,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_67.png,67,400,201,37.0
68,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_68.png,68,531,380,253.0
69,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_69.png,69,529,408,215.0
70,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_70.png,70,525,436,221.0
71,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_71.png,71,522,464,159.0
72,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_72.png,72,520,494,232.0
73,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_73.png,73,527,521,253.0
74,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_74.png,74,400,199,37.0
75,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_75.png,75,534,570,237.0
76,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_76.png,76,507,675,112.0
77,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_77.png,77,497,684,50.0
78,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_78.png,78,495,694,131.0
79,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_79.png,79,400,201,35.0
80,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_80.png,80,503,473,104.0
81,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_81.png,81,509,447,252.0
82,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_82.png,82,513,420,122.0
83,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_83.png,83,515,393,90.0
84,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_84.png,84,521,366,250.0
85,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_85.png,85,400,200,37.0
86,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_86.png,86,539,314,170.0
87,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_87.png,87,546,288,214.0
88,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_88.png,88,400,196,37.0
89,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_89.png,89,562,236,249.0
90,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_90.png,90,575,212,253.0
91,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_91.png,91,567,210,40.0
92,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_92.png,92,605,168,39.0
93,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_93.png,93,622,145,247.0
94,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_94.png,94,629,136,186.0
95,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_95.png,95,614,159,247.0
96,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_96.png,96,597,182,39.0
97,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_97.png,97,584,204,252.0
98,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_98.png,98,570,227,237.0
99,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_99.png,99,565,228,38.0
100,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_100.png,100,554,283,174.0
101,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_101.png,101,543,307,158.0
102,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_102.png,102,826,267,36.0
103,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_103.png,103,529,358,253.0
104,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_104.png,104,526,384,253.0
105,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_105.png,105,826,272,39.0
106,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_106.png,106,517,436,201.0
107,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_107.png,107,515,462,235.0
108,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_108.png,108,400,201,36.0
109,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_109.png,109,405,200,37.0
110,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_110.png,110,400,200,37.0
111,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_111.png,111,826,269,38.0
112,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_112.png,112,826,271,38.0
113,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_113.png,113,574,451,131.0
114,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_114.png,114,829,275,37.0
115,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_115.png,115,825,268,37.0
116,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_116.png,116,826,266,34.0
117,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_117.png,117,582,355,127.0
118,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_118.png,118,825,267,38.0
119,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_119.png,119,825,271,37.0
120,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_120.png,120,400,201,36.0
121,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_121.png,121,599,258,134.0
122,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_122.png,122,607,235,248.0
123,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_123.png,123,615,213,239.0
124,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_124.png,124,825,273,39.0
125,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_125.png,125,635,165,251.0
126,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_126.png,126,641,140,114.0
127,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_127.png,127,400,202,36.0
128,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_128.png,128,826,264,36.0
129,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_129.png,129,400,198,37.0
130,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_130.png,130,404,199,36.0
131,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_131.png,131,400,201,37.0
132,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_132.png,132,825,272,36.0
133,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_133.png,133,400,197,36.0
134,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_134.png,134,826,272,37.0
135,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_135.png,135,400,200,39.0
136,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_136.png,136,400,201,37.0
137,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_137.png,137,411,203,36.0
138,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_138.png,138,400,200,37.0
139,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_139.png,139,828,235,37.0
140,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_140.png,140,629,467,237.0
141,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_141.png,141,400,201,38.0
142,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_142.png,142,400,199,38.0
143,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_143.png,143,402,200,36.0
144,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_144.png,144,685,636,51.0
145,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_145.png,145,400,200,38.0
146,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_146.png,146,400,200,37.0
147,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_147.png,147,826,269,38.0
148,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_148.png,148,825,271,37.0
149,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_149.png,149,826,270,36.0
150,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_150.png,150,826,271,37.0
151,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_151.png,151,695,375,243.0
152,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_152.png,152,826,279,38.0
153,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_153.png,153,825,268,37.0
154,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_154.png,154,400,198,35.0
155,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_155.png,155,400,199,36.0
156,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_156.png,156,404,200,36.0
157,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_157.png,157,679,231,253.0
158,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_158.png,158,825,274,38.0
159,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_159.png,159,670,180,241.0
160,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_160.png,160,663,155,186.0
161,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_161.png,161,663,138,229.0
162,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_162.png,162,671,165,201.0
163,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_163.png,163,400,198,38.0
164,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_164.png,164,689,216,208.0
165,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_165.png,165,698,241,106.0
166,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_166.png,166,825,272,37.0
167,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_167.png,167,826,268,37.0
168,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_168.png,168,719,317,159.0
169,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_169.png,169,828,276,37.0
170,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_170.png,170,724,368,187.0
171,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_171.png,171,727,394,60.0
172,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_172.png,172,400,199,36.0
173,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_173.png,173,739,445,44.0
174,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_174.png,174,744,471,193.0
175,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_175.png,175,400,200,39.0
176,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_176.png,176,400,198,37.0
177,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_177.png,177,826,267,37.0
178,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_178.png,178,745,510,208.0
179,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_179.png,179,747,482,212.0
180,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_180.png,180,751,456,252.0
181,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_181.png,181,745,428,226.0
182,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_182.png,182,738,402,252.0
183,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_183.png,183,400,200,37.0
184,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_184.png,184,729,347,217.0
185,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_185.png,185,725,321,253.0
186,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_186.png,186,722,294,60.0
187,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_187.png,187,717,266,253.0
188,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_188.png,188,702,239,43.0
189,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_189.png,189,693,217,252.0
190,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_190.png,190,681,193,89.0
191,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_191.png,191,671,167,175.0
192,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_192.png,192,659,142,195.0
193,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_193.png,193,653,135,252.0
194,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_194.png,194,659,157,237.0
195,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_195.png,195,665,179,252.0
196,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_196.png,196,670,202,251.0
197,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_197.png,197,675,227,250.0
198,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_198.png,198,680,254,160.0
199,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_199.png,199,681,283,253.0
200,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_200.png,200,683,314,238.0
201,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_201.png,201,400,198,37.0
202,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_202.png,202,699,369,251.0
203,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_203.png,203,705,399,239.0
204,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_204.png,204,705,429,253.0
205,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_205.png,205,702,458,250.0
206,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_206.png,206,698,486,252.0
207,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_207.png,207,400,201,36.0
208,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_208.png,208,664,524,244.0
209,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_209.png,209,648,506,251.0
210,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_210.png,210,650,475,253.0
211,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_211.png,211,651,445,252.0
212,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_212.png,212,400,201,36.0
213,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_213.png,213,649,383,252.0
214,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_214.png,214,649,352,246.0
215,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_215.png,215,650,324,210.0
216,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_216.png,216,652,296,253.0
217,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_217.png,217,653,269,253.0
218,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_218.png,218,651,241,249.0
219,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_219.png,219,648,215,244.0
220,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_220.png,220,646,187,253.0
221,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_221.png,221,646,165,253.0
222,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_222.png,222,646,145,235.0
223,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_223.png,223,645,127,216.0
224,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_224.png,224,634,140,235.0
225,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_225.png,225,623,161,250.0
226,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_226.png,226,612,183,186.0
227,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_227.png,227,603,206,250.0
228,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_228.png,228,592,230,252.0
229,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_229.png,229,580,256,252.0
230,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_230.png,230,570,282,253.0
231,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_231.png,231,563,309,250.0
232,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_232.png,232,562,339,233.0
233,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_233.png,233,559,368,253.0
234,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_234.png,234,825,268,35.0
235,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_235.png,235,555,426,253.0
236,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_236.png,236,555,456,210.0
237,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_237.png,237,551,486,251.0
238,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_238.png,238,548,515,253.0
239,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_239.png,239,548,544,228.0
240,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_240.png,240,541,569,249.0
241,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_241.png,241,524,575,251.0
242,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_242.png,242,512,670,53.0
243,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_243.png,243,510,563,46.0
244,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_244.png,244,499,686,75.0
245,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_245.png,245,500,521,254.0
246,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_246.png,246,825,273,39.0
247,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_247.png,247,505,465,169.0
248,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_248.png,248,509,438,52.0
249,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_249.png,249,514,410,248.0
250,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_250.png,250,522,383,253.0
251,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_251.png,251,529,356,253.0
252,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_252.png,252,825,277,37.0
253,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_253.png,253,544,302,253.0
254,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_254.png,254,554,275,161.0
255,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_255.png,255,826,270,37.0
256,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/1/img_256.png,256,573,224,208.0
