,path,index,x,y,v
0,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_0.png,0,700,662,191.0
1,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_1.png,1,697,555,253.0
2,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_2.png,2,677,547,171.0
3,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_3.png,3,653,554,225.0
4,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_4.png,4,624,711,77.0
5,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_5.png,5,601,538,253.0
6,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_6.png,6,580,518,244.0
7,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_7.png,7,402,200,37.0
8,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_8.png,8,563,465,153.0
9,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_9.png,9,561,435,250.0
10,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_10.png,10,558,407,250.0
11,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_11.png,11,561,379,146.0
12,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_12.png,12,564,351,252.0
13,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_13.png,13,568,323,94.0
14,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_14.png,14,575,296,231.0
15,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_15.png,15,581,270,218.0
16,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_16.png,16,826,271,37.0
17,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_17.png,17,596,218,210.0
18,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_18.png,18,603,193,249.0
19,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_19.png,19,617,172,252.0
20,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_20.png,20,629,153,131.0
21,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_21.png,21,643,134,247.0
22,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_22.png,22,646,125,202.0
23,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_23.png,23,630,144,251.0
24,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_24.png,24,613,165,247.0
25,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_25.png,25,597,186,201.0
26,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_26.png,26,585,209,249.0
27,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_27.png,27,576,234,253.0
28,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_28.png,28,826,271,38.0
29,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_29.png,29,557,283,246.0
30,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_30.png,30,547,308,210.0
31,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_31.png,31,403,200,37.0
32,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_32.png,32,535,361,248.0
33,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_33.png,33,533,389,234.0
34,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_34.png,34,530,416,250.0
35,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_35.png,35,530,441,161.0
36,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_36.png,36,534,469,253.0
37,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_37.png,37,528,719,69.0
38,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_38.png,38,534,514,155.0
39,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_39.png,39,400,200,34.0
40,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_40.png,40,543,525,249.0
41,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_41.png,41,400,196,37.0
42,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_42.png,42,400,199,35.0
43,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_43.png,43,559,478,72.0
44,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_44.png,44,555,453,224.0
45,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_45.png,45,400,198,37.0
46,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_46.png,46,400,202,35.0
47,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_47.png,47,826,266,38.0
48,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_48.png,48,556,355,178.0
49,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_49.png,49,400,199,37.0
50,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_50.png,50,400,201,36.0
51,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_51.png,51,826,273,36.0
52,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_52.png,52,400,199,36.0
53,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_53.png,53,400,198,37.0
54,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_54.png,54,595,211,247.0
55,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_55.png,55,826,273,38.0
56,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_56.png,56,826,272,37.0
57,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_57.png,57,629,142,223.0
58,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_58.png,58,635,140,199.0
59,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_59.png,59,617,158,37.0
60,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_60.png,60,619,187,159.0
61,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_61.png,61,400,200,36.0
62,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_62.png,62,827,270,37.0
63,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_63.png,63,826,269,36.0
64,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_64.png,64,826,272,35.0
65,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_65.png,65,400,199,35.0
66,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_66.png,66,400,200,36.0
67,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_67.png,67,400,201,36.0
68,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_68.png,68,400,200,39.0
69,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_69.png,69,400,199,36.0
70,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_70.png,70,825,270,39.0
71,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_71.png,71,589,444,184.0
72,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_72.png,72,826,270,36.0
73,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_73.png,73,584,670,61.0
74,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_74.png,74,826,271,39.0
75,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_75.png,75,597,535,107.0
76,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_76.png,76,400,198,33.0
77,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_77.png,77,400,201,36.0
78,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_78.png,78,400,200,37.0
79,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_79.png,79,407,201,35.0
80,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_80.png,80,400,199,36.0
81,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_81.png,81,400,197,38.0
82,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_82.png,82,827,275,37.0
83,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_83.png,83,406,201,35.0
84,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_84.png,84,400,197,35.0
85,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_85.png,85,825,269,36.0
86,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_86.png,86,400,200,37.0
87,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_87.png,87,400,200,38.0
88,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_88.png,88,826,272,37.0
89,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_89.png,89,827,272,36.0
90,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_90.png,90,830,227,36.0
91,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_91.png,91,400,197,38.0
92,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_92.png,92,827,238,36.0
93,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_93.png,93,640,156,163.0
94,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_94.png,94,826,270,37.0
95,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_95.png,95,651,168,177.0
96,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_96.png,96,402,199,39.0
97,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_97.png,97,400,198,37.0
98,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_98.png,98,400,199,37.0
99,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_99.png,99,400,201,37.0
100,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_100.png,100,826,267,37.0
101,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_101.png,101,826,270,35.0
102,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_102.png,102,400,202,38.0
103,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_103.png,103,400,200,37.0
104,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_104.png,104,664,382,95.0
105,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_105.png,105,826,275,36.0
106,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_106.png,106,400,200,37.0
107,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_107.png,107,400,199,36.0
108,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_108.png,108,658,474,48.0
109,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_109.png,109,400,200,39.0
110,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_110.png,110,828,228,39.0
111,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_111.png,111,826,274,37.0
112,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_112.png,112,826,274,36.0
113,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_113.png,113,826,277,36.0
114,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_114.png,114,730,429,61.0
115,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_115.png,115,731,404,36.0
116,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_116.png,116,402,198,36.0
117,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_117.png,117,400,199,36.0
118,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_118.png,118,829,237,35.0
119,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_119.png,119,400,199,38.0
120,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_120.png,120,826,273,39.0
121,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_121.png,121,827,271,36.0
122,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_122.png,122,693,238,127.0
123,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_123.png,123,683,215,229.0
124,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_124.png,124,674,192,243.0
125,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_125.png,125,825,271,37.0
126,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_126.png,126,654,143,244.0
127,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_127.png,127,667,153,224.0
128,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_128.png,128,678,177,243.0
129,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_129.png,129,827,270,38.0
130,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_130.png,130,701,225,249.0
131,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_131.png,131,826,274,37.0
132,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_132.png,132,404,202,37.0
133,/Users/sverre/Projects/misc/leds/juletre/data/calibration/tree1/2/img_133.png,133,727,301,251.0
